Customer_ID,Last_Name,First_Name,Addr_1,Addr_2,City,State,Zip_Code,Phone_Number,Created_Date,Updated_Date
B09477DC-5DCD-412A-AC13-01606E390264,Kolos,Orsos,268 Tenth Ave,NULL,Washington,DC,21001,5555550561,2017-01-01,2017-07-16
3B3D46CB-FDB6-494F-82DF-02101A02EDFD,Chandrakanta,Mistry,120 Cherry St,NULL,Austin,TX,75101,5555550033,2017-01-01,2017-11-07
F7596520-CD3E-490E-A8EF-0349B36EAAE1,Tivadar,Szabo,981 Eighth Ave,NULL,San Diego,CA,98101,5555550997,2017-05-23,2017-10-12
0A58BEA6-B3BD-4867-9F1D-035046FFB03C,Milada,Radova,654 Sixth Ave,NULL,Minneapolis,MN,58101,5555559498,2017-01-01,2017-09-14
D05444AD-4558-40BA-A022-047D53E8ACF8,Cristian,Bojin,263 Maple St,NULL,Seattle,WA,92101,5555550330,2017-01-01,2017-10-07
D199E279-E223-4817-9070-04E1F3285786,Leo,Lamb,732 Maple St,NULL,Portland,OR,85101,5555559179,2017-04-24,2017-06-21
9C58BA57-CE0A-4613-B08B-0544EF2BCCC8,Miroslav,Horvath,50 Fifth Ave,NULL,Seattle,WA,92101,5555559247,2017-02-02,2017-10-30
3BA863F6-C9DD-4AC9-A85D-05D6F5F72383,Hattie,Villarreal,808 Fourth Ave,NULL,Seattle,WA,92101,5555550250,2017-01-01,2017-07-20
550581B7-88E5-4466-A314-06A1CE29ACFD,Saral,Deshpande,145 Dogwood St,NULL,Austin,TX,75101,5555559949,2017-01-01,2017-06-10
618E11A2-E3F0-4A20-83B9-0712E132D4A4,Stern,Vanderschans,751 Fifth Ave,NULL,Austin,TX,75101,5555559793,2017-05-30,2017-07-28
1240FB05-6FD2-48A7-BC8A-095144B0F758,Jaidev,Singh,57 Oak St,NULL,New York,NY,12345,5555559846,2017-01-01,2017-09-18
21CB8446-CC8B-4EC5-9BB3-0AE95F8D3430,Ellen,Peacock,982 Fifth Ave,NULL,Seattle,WA,92101,5555559094,2017-01-01,2017-09-25
797D5EC7-48F4-49EC-9266-0BB7180F252C,Ethan,Greenwood,802 Ninth Ave,NULL,Portland,OR,85101,5555559457,2017-01-01,2017-11-10
C9092895-97F0-4120-9B60-0BC59A5BD98C,Ines,Martinez,742 Seventh Ave,NULL,Austin,TX,75101,5555559186,2017-01-01,2017-06-19
D3745E45-55E6-41D4-A1FD-0C64050165C3,Jackie,Wilder,299 Tenth Ave,NULL,New York,NY,12345,5555559431,2017-01-25,2017-11-18
14042897-9C47-4E60-962F-0CAFB43F90FE,Bonita,Turner,667 Fourth Ave,NULL,Portland,OR,85101,5555559636,2017-01-01,2017-08-30
8C6188C5-AEB6-4E3F-8EA1-0D8F718755A5,Lucas,Bowen,552 First Ave,NULL,Portland,OR,85101,5555550414,2017-01-01,2017-08-06
A38246E8-2680-4D2E-AED2-0EAAE0D69BCC,Julian,Persson,732 Dogwood St,NULL,San Diego,CA,98101,5555550399,2017-02-02,2017-10-19
EB266CDD-391B-4FDC-877E-1160BCE6CC00,Chaayaadaevi,Mudigonda,581 Eighth Ave,NULL,Seattle,WA,92101,5555550918,2017-01-01,2017-10-30
8D1ABE81-ABEF-4286-B7F7-11E9EAFCB844,Jay,Rose,759 Tenth Ave,NULL,Portland,OR,85101,5555559455,2017-02-04,2017-11-27
BB2ACFEF-F4C2-40FE-9376-12D1BE6E27FE,Agne,Lukauskiene,642 Oak St,NULL,Minneapolis,MN,58101,5555559218,2017-01-01,2017-10-23
28D189D2-C6F3-4775-A58D-12DAE82F50FE,Marianna,Szakaly,997 Seventh Ave,NULL,Minneapolis,MN,58101,5555550206,2017-01-01,2017-08-28
01B4B2B3-E8C6-445B-8206-137477DE5560,Flynn,Grosse,490 Seventh Ave,NULL,Portland,OR,85101,5555559840,2017-01-01,2017-07-15
825C6246-ADB6-4908-AC13-1400BEFAEB25,Malinda,Hamilton,925 First Ave,NULL,Austin,TX,75101,5555550851,2017-01-01,2017-07-19
